Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Wahil,2022-09-03 21:23:15,00:02:27,,Bande-annonce : Si tu me venges…,TRAILER,Chrome PC (Cadmium),00:02:27,00:02:27,FR (France)
Wahil,2022-09-03 21:16:59,00:00:11,Autoplayed: user action: None; ,Partie 1 (Extrait) : Bee et PuppyCat,HOOK,Chrome PC (Cadmium),00:00:11,00:00:11,FR (France)
Wahil,2022-09-03 21:15:47,00:00:07,Autoplayed: user action: None; ,She: Season 1 PVS Clip 1,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,FR (France)
Wahil,2022-09-03 21:15:25,00:00:08,Autoplayed: user action: None; ,"Hyde, Jekyll, Me: Season 1_hook_primary_16x9",HOOK,Chrome PC (Cadmium),00:00:08,00:00:08,FR (France)
Wahil,2022-09-03 19:10:27,00:59:17,,Jump,,Chrome PC (Cadmium),01:23:47,01:23:47,FR (France)
Wahil,2022-09-03 19:09:58,00:00:10,Autoplayed: user action: None; ,100 Days My Prince: Season 1_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:10,00:00:10,FR (France)
Wahil,2022-09-03 19:09:00,00:00:51,Autoplayed: user action: None; ,Saison 1 (Extrait) : Histoires d'amour et d'autisme : États-Unis,HOOK,Chrome PC (Cadmium),00:00:51,00:00:51,FR (France)
Wahil,2022-09-03 19:07:42,00:00:07,Autoplayed: user action: None; ,Saison 1 (Teaser 2) : Green Mothers' Club,TEASER_TRAILER,Chrome PC (Cadmium),00:00:07,00:00:07,FR (France)
Wahil,2022-09-03 18:51:23,00:13:02,,Young Lady and Gentleman: Saison 1: Épisode 17 (Épisode 17),,Chrome PC (Cadmium),00:43:41,00:43:41,FR (France)
Wahil,2022-09-03 18:18:34,00:30:09,,Young Lady and Gentleman: Saison 1: Épisode 16 (Épisode 16),,Chrome PC (Cadmium),01:10:09,01:10:09,FR (France)
Wahil,2022-09-03 18:18:18,00:00:09,Autoplayed: user action: None; ,Mini-série (Extrait) : Inoubliable Ollie,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,FR (France)
Wahil,2022-09-03 15:38:00,00:17:02,,Rien qu'une fille ordinaire: Saison 1: La garce intérieure (Épisode 3),,Chrome PC (Cadmium),00:17:08,00:17:08,FR (France)
Wahil,2022-09-03 14:58:37,00:33:16,,Rien qu'une fille ordinaire: Saison 1: Tu crois que tu as des pouvoirs ? (Épisode 2),,Chrome PC (Cadmium),00:34:00,00:34:00,FR (France)
Wahil,2022-09-03 14:25:23,00:24:24,,Rien qu'une fille ordinaire: Saison 1: Putain de village (Épisode 1),,Chrome PC (Cadmium),00:30:57,00:30:57,FR (France)
Wahil,2022-09-03 14:23:44,00:01:11,Autoplayed: user action: None; ,Sous sa coupe (Extrait) : Sous sa coupe,HOOK,Chrome PC (Cadmium),00:01:11,00:01:11,FR (France)
Wahil,2022-09-03 14:22:17,00:00:52,Autoplayed: user action: None; ,Mini-série (Extrait) : Inoubliable Ollie,HOOK,Chrome PC (Cadmium),00:00:52,Not latest view,FR (France)
Wahil,2022-09-03 14:22:01,00:00:06,Autoplayed: user action: None; ,Identity_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:06,00:00:06,FR (France)
Wahil,2022-09-03 14:19:53,00:01:47,Autoplayed: user action: None; ,Bande-annonce : Amour entre adultes,TRAILER,Chrome PC (Cadmium),00:01:47,00:01:47,FR (France)
Wahil,2022-09-03 14:19:33,00:00:16,Autoplayed: user action: None; ,Saison 1 (Extrait) : #Philo : Sapere aude,HOOK,Chrome PC (Cadmium),00:00:16,00:00:16,FR (France)
Wahil,2022-09-03 14:19:08,00:00:09,Autoplayed: user action: None; ,Saison 1 (Extrait) : Ludik,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,FR (France)
Wahil,2022-09-03 14:16:15,00:01:39,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Fakes,TRAILER,Chrome PC (Cadmium),00:01:39,00:01:39,FR (France)
Wahil,2022-09-03 14:14:54,00:00:41,Autoplayed: user action: None; ,Saison 1 (Extrait) : Rien qu'une fille ordinaire,HOOK,Chrome PC (Cadmium),00:00:41,00:00:41,FR (France)
Wahil,2022-09-03 14:11:12,00:00:04,Autoplayed: user action: None; ,My First First Love : Saison 1 (Bande-annonce),TRAILER,Chrome PC (Cadmium),00:00:06,Not latest view,FR (France)
Wahil,2022-09-03 14:11:07,00:00:26,Autoplayed: user action: None; ,My First First Love : Saison 1 (Bande-annonce),TRAILER,Chrome PC (Cadmium),00:00:26,00:00:26,FR (France)
Wahil,2022-09-02 20:04:16,00:00:04,Autoplayed: user action: None; ,Saison 1 (Teaser 1) : Alchemy of Souls,TEASER_TRAILER,Chrome PC (Cadmium),00:00:04,00:00:04,FR (France)
Wahil,2022-09-02 20:03:32,00:00:05,Autoplayed: user action: None; ,Black Dog: Season 1_hook_04_16x9,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,FR (France)
Wahil,2022-09-02 20:00:01,00:00:07,Autoplayed: user action: None; ,Sing Again: Season 1_hook_01_16x9,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,FR (France)
Wahil,2022-09-02 19:38:51,00:07:19,,Sell Your Haunted House: Saison 1: Épisode 8 (Épisode 8),,Android DefaultWidevineL3Phone Android Phone,00:13:10,00:13:10,FR (France)
Wahil,2022-09-02 19:10:30,00:27:57,,Sell Your Haunted House: Saison 1: Épisode 7 (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,00:59:10,00:59:10,FR (France)
Wahil,2022-09-02 18:36:52,00:32:34,,Sell Your Haunted House: Saison 1: Épisode 6 (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,01:00:28,01:00:28,FR (France)
Wahil,2022-09-02 18:04:07,00:32:14,,Sell Your Haunted House: Saison 1: Épisode 5 (Épisode 5),,Android DefaultWidevineL3Phone Android Phone,01:00:38,01:00:38,FR (France)
Wahil,2022-09-02 17:32:12,00:31:16,,Sell Your Haunted House: Saison 1: Épisode 4 (Épisode 4),,Android DefaultWidevineL3Phone Android Phone,01:00:48,01:00:48,FR (France)
Wahil,2022-09-02 17:02:26,00:29:21,,Sell Your Haunted House: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,01:00:41,01:00:41,FR (France)
Wahil,2022-09-02 16:35:15,00:26:30,,Sell Your Haunted House: Saison 1: Épisode 2 (Épisode 2),,Android DefaultWidevineL3Phone Android Phone,01:04:19,01:04:19,FR (France)
Wahil,2022-09-02 16:05:49,00:18:31,,Sell Your Haunted House: Saison 1: Épisode 1 (Épisode 1),,Android DefaultWidevineL3Phone Android Phone,01:04:31,01:04:31,FR (France)
Wahil,2022-09-02 16:05:32,00:00:10,,Sell Your Haunted House: Season 1_hook_02_16x9,HOOK,Android DefaultWidevineL3Phone Android Phone,00:00:10,00:00:10,FR (France)
Wahil,2022-09-02 16:03:28,00:01:27,,Café Minamdang: Saison 1: Épisode 2 (Épisode 2),,Android DefaultWidevineL3Phone Android Phone,00:06:07,00:06:07,FR (France)
Wahil,2022-09-02 15:36:41,00:25:24,,Café Minamdang: Saison 1: Épisode 1 (Épisode 1),,Android DefaultWidevineL3Phone Android Phone,01:07:05,01:07:05,FR (France)
Wahil,2022-09-02 15:36:26,00:00:13,,Saison 1 (Teaser 1) : Café Minamdang,TEASER_TRAILER,Android DefaultWidevineL3Phone Android Phone,00:00:13,00:00:13,FR (France)
Wahil,2022-09-02 15:34:09,00:02:02,,Bande-annonce : I Came By,TRAILER,Android DefaultWidevineL3Phone Android Phone,00:01:52,00:01:52,FR (France)
Wahil,2022-09-02 15:32:56,00:01:05,,I Came By (Extrait) : I Came By,HOOK,Android DefaultWidevineL3Phone Android Phone,00:01:05,Not latest view,FR (France)
Wahil,2022-09-02 15:31:58,00:00:37,,Love in the Villa (Extrait) : Love in the Villa,HOOK,Android DefaultWidevineL3Phone Android Phone,00:00:37,00:00:37,FR (France)
Wahil,2022-09-02 15:02:02,00:26:58,,Young Lady and Gentleman: Saison 1: Épisode 15 (Épisode 15),,Android DefaultWidevineL3Phone Android Phone,01:10:16,01:10:16,FR (France)
Wahil,2022-09-02 00:04:54,00:00:01,,Young Lady and Gentleman: Saison 1: Épisode 15 (Épisode 15),,Android DefaultWidevineL3Phone Android Phone,00:00:00,Not latest view,FR (France)
Wahil,2022-09-01 23:34:08,00:30:09,,Young Lady and Gentleman: Saison 1: Épisode 14 (Épisode 14),,Android DefaultWidevineL3Phone Android Phone,01:09:53,01:09:53,FR (France)
Wahil,2022-09-01 22:52:40,00:38:53,,Young Lady and Gentleman: Saison 1: Épisode 13 (Épisode 13),,Android DefaultWidevineL3Phone Android Phone,01:09:27,01:09:27,FR (France)
Wahil,2022-09-01 22:09:47,00:37:16,,Young Lady and Gentleman: Saison 1: Épisode 12 (Épisode 12),,Android DefaultWidevineL3Phone Android Phone,01:08:55,01:08:55,FR (France)
Wahil,2022-09-01 21:33:54,00:34:18,,Young Lady and Gentleman: Saison 1: Épisode 11 (Épisode 11),,Android DefaultWidevineL3Phone Android Phone,01:09:45,01:09:45,FR (France)
Wahil,2022-09-01 20:56:48,00:35:12,,Young Lady and Gentleman: Saison 1: Épisode 10 (Épisode 10),,Android DefaultWidevineL3Phone Android Phone,01:09:31,01:09:31,FR (France)
Wahil,2022-09-01 20:22:49,00:32:16,,Young Lady and Gentleman: Saison 1: Épisode 9 (Épisode 9),,Android DefaultWidevineL3Phone Android Phone,01:09:27,01:09:27,FR (France)
Wahil,2022-09-01 19:49:59,00:32:12,,Young Lady and Gentleman: Saison 1: Épisode 8 (Épisode 8),,Android DefaultWidevineL3Phone Android Phone,01:09:23,01:09:23,FR (France)
Wahil,2022-09-01 19:42:00,00:07:21,,Young Lady and Gentleman: Saison 1: Épisode 7 (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,01:09:35,01:09:35,FR (France)
Wahil,2022-09-01 18:55:16,00:25:08,,Young Lady and Gentleman: Saison 1: Épisode 7 (Épisode 7),,Android DefaultWidevineL3Phone Android Phone,01:00:13,Not latest view,FR (France)
Wahil,2022-09-01 18:24:33,00:29:41,,Young Lady and Gentleman: Saison 1: Épisode 6 (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,01:09:30,01:09:30,FR (France)
Wahil,2022-08-31 23:03:27,00:00:21,,Saison 1 (Bande-annonce) : Plan de carrière,TRAILER,Android DefaultWidevineL3Phone Android Phone,00:00:18,00:00:18,FR (France)
Wahil,2022-08-31 22:59:08,00:02:03,,Young Lady and Gentleman: Saison 1: Épisode 6 (Épisode 6),,Android DefaultWidevineL3Phone Android Phone,00:08:13,Not latest view,FR (France)
Wahil,2022-08-31 22:27:06,00:31:31,,Young Lady and Gentleman: Saison 1: Épisode 5 (Épisode 5),,Android DefaultWidevineL3Phone Android Phone,01:09:16,01:09:16,FR (France)
Wahil,2022-08-31 21:59:41,00:26:52,,Young Lady and Gentleman: Saison 1: Épisode 4 (Épisode 4),,Android DefaultWidevineL3Phone Android Phone,01:08:58,01:08:58,FR (France)
Wahil,2022-08-31 21:29:24,00:29:46,,Young Lady and Gentleman: Saison 1: Épisode 3 (Épisode 3),,Android DefaultWidevineL3Phone Android Phone,01:10:51,01:10:51,FR (France)
Wahil,2022-08-31 21:05:24,00:23:04,,Young Lady and Gentleman: Saison 1: Épisode 2 (Épisode 2),,Android DefaultWidevineL3Phone Android Phone,01:12:17,01:12:17,FR (France)
Wahil,2022-08-31 20:36:42,00:26:22,,Young Lady and Gentleman: Saison 1: Épisode 1 (Épisode 1),,Android DefaultWidevineL3Phone Android Phone,01:10:48,01:10:48,FR (France)
Wahil,2022-08-31 20:24:14,00:00:12,Autoplayed: user action: None; ,Une vie ou l'autre (Extrait) : Une vie ou l'autre,HOOK,Chrome PC (Cadmium),00:00:12,00:00:12,FR (France)
Wahil,2022-08-31 20:22:26,00:01:25,Autoplayed: user action: None; ,Young Lady and Gentleman: Season 1_hook_03_16x9,HOOK,Chrome PC (Cadmium),00:01:25,00:01:25,FR (France)
Wahil,2022-08-31 20:22:14,00:00:04,Autoplayed: user action: None; ,Amour entre adultes (Extrait) : Amour entre adultes,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,FR (France)
Wahil,2022-08-31 20:16:41,00:00:08,Autoplayed: user action: None; ,Extrait 3 : Killer Game,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:08,00:00:08,FR (France)
Wahil,2022-08-31 20:16:11,00:00:05,Autoplayed: user action: None; ,Personne ne sort d'ici vivant (Extrait) : Personne ne sort d'ici vivant,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:05,00:00:05,FR (France)
Wahil,2022-08-31 20:15:56,00:00:07,Autoplayed: user action: None; ,Bande-annonce : La 8e Nuit,TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:07,00:00:07,FR (France)
Wahil,2022-08-31 20:13:42,00:00:08,Autoplayed: user action: None; ,"Volume 3 (Bande-annonce) : Love, Death & Robots",TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:08,00:00:08,FR (France)
Wahil,2022-08-31 20:13:03,00:00:08,Autoplayed: user action: None; ,Ghost Wars: Season 1_hook_03_16x9,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:08,00:00:08,FR (France)
Wahil,2022-08-31 20:12:52,00:00:05,Autoplayed: user action: None; ,Ouija: Origin of Evil _hook_primary_16x9,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:05,00:00:05,FR (France)
Wahil,2022-08-31 20:11:57,00:00:10,Autoplayed: user action: None; ,Saison 1 (Extrait) : Alma,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:10,00:00:10,FR (France)
Wahil,2022-08-31 20:11:25,00:00:05,Autoplayed: user action: None; ,On Children : Saison 1 (Bande-annonce),TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:06,00:00:06,FR (France)
Wahil,2022-08-31 20:10:49,00:00:08,Autoplayed: user action: None; ,Mob Psycho 100 (Bande-annonce),TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:09,00:00:09,FR (France)
Wahil,2022-08-31 19:22:53,00:00:07,Autoplayed: user action: None; ,POINTBLANK_CLIP_CLIFFHANGER,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,FR (France)
Wahil,2022-08-31 19:19:56,00:00:08,Autoplayed: user action: None; ,Amour entre adultes (Extrait) : Amour entre adultes,HOOK,Chrome PC (Cadmium),00:00:08,Not latest view,FR (France)
Wahil,2022-08-31 19:10:17,00:00:05,Autoplayed: user action: None; ,The Assistant_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,FR (France)
Wahil,2022-08-31 19:09:31,00:00:28,Autoplayed: user action: None; ,Young Lady and Gentleman: Season 1_hook_03_16x9,HOOK,Chrome PC (Cadmium),00:00:28,Not latest view,FR (France)
Wahil,2022-08-31 19:01:36,00:01:03,Autoplayed: user action: None; ,Marvel Anime: X-Men: Season 1_hook_01_16x9,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:01:03,00:01:03,FR (France)
Wahil,2022-08-31 19:00:31,00:00:04,Autoplayed: user action: None; ,The Discovery (Bande-annonce),TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:05,00:00:05,FR (France)
Wahil,2022-08-31 18:59:29,00:00:04,Autoplayed: user action: None; ,Total Recall_hook_primary_16x9,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:04,00:00:04,FR (France)
Wahil,2022-08-31 18:54:41,00:00:23,Autoplayed: user action: None; ,Bande-annonce : La vie scolaire,TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:23,00:00:23,FR (France)
Wahil,2022-08-31 18:54:23,00:00:12,Autoplayed: user action: None; ,The Assistant_hook_02_16x9,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:12,Not latest view,FR (France)
Wahil,2022-08-31 18:54:04,00:00:10,Autoplayed: user action: None; ,Saison 1 (Bande-annonce) : Plan de carrière,TRAILER,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:10,Not latest view,FR (France)
Wahil,2022-08-31 17:45:23,00:00:17,Autoplayed: user action: None; ,I Came By (Extrait) : I Came By,HOOK,Chrome PC (Cadmium),00:00:17,00:00:17,FR (France)
Wahil,2022-08-31 17:44:53,00:00:23,Autoplayed: user action: None; ,Saison 1 (Teaser) : Famille en jeu,TEASER_TRAILER,Chrome PC (Cadmium),00:00:23,00:00:23,FR (France)
Wahil,2022-08-31 17:01:19,00:41:22,,Extraordinary Attorney Woo: Saison 1: Bien qu'elle soit étrange et insolite (Épisode 16),,Chrome PC (Cadmium),01:20:37,01:20:37,FR (France)
Wahil,2022-08-31 16:23:18,00:34:49,,Extraordinary Attorney Woo: Saison 1: Dire et faire des choses non demandées (Épisode 15),,Chrome PC (Cadmium),01:06:20,01:06:20,FR (France)
Wahil,2022-08-31 16:15:40,00:07:19,,Extraordinary Attorney Woo: Saison 1: La nuit bleue de Jeju II (Épisode 14),,Chrome PC (Cadmium),01:10:38,01:10:38,FR (France)
Wahil,2022-08-31 15:30:53,00:34:43,,Extraordinary Attorney Woo: Saison 1: La nuit bleue de Jeju II (Épisode 14),,Chrome PC (Cadmium),00:58:34,Not latest view,FR (France)
Wahil,2022-08-30 18:10:43,00:36:13,,Extraordinary Attorney Woo: Saison 1: La nuit bleue de Jeju I (Épisode 13),,Chrome PC (Cadmium),01:04:07,01:04:07,FR (France)
Wahil,2022-08-30 18:09:57,00:00:36,,Extraordinary Attorney Woo: Saison 1: Le dauphin de Chine (Épisode 12),,Chrome PC (Cadmium),01:11:04,01:11:04,FR (France)
Wahil,2022-08-30 18:09:50,00:00:03,,Extraordinary Attorney Woo: Saison 1: La nuit bleue de Jeju I (Épisode 13),,Chrome PC (Cadmium),00:00:03,Not latest view,FR (France)
Wahil,2022-08-30 17:28:57,00:37:37,,Extraordinary Attorney Woo: Saison 1: Le dauphin de Chine (Épisode 12),,Chrome PC (Cadmium),01:10:39,Not latest view,FR (France)
Wahil,2022-08-30 16:29:54,00:51:31,,"Extraordinary Attorney Woo: Saison 1: M. Sel, Mme Poivre et maître Sauce Soja (Épisode 11)",,Chrome PC (Cadmium),01:11:56,01:11:56,FR (France)
Wahil,2022-08-30 15:33:37,00:54:09,,Extraordinary Attorney Woo: Saison 1: Se tenir la main peut attendre (Épisode 10),,Chrome PC (Cadmium),01:09:28,01:09:28,FR (France)
Wahil,2022-08-29 18:35:42,00:47:31,,Extraordinary Attorney Woo: Saison 1: Le joueur de flûte (Épisode 9),,Chrome PC (Cadmium),01:10:01,01:10:01,FR (France)
Wahil,2022-08-29 18:34:53,00:00:37,,Extraordinary Attorney Woo: Saison 1: L'histoire de Sodeok-dong II (Épisode 8),,Chrome PC (Cadmium),01:06:52,01:06:52,FR (France)
Wahil,2022-08-29 18:34:33,00:00:13,,Extraordinary Attorney Woo: Saison 1: Le joueur de flûte (Épisode 9),,Chrome PC (Cadmium),00:01:09,Not latest view,FR (France)
Wahil,2022-08-29 17:49:59,00:43:18,,Extraordinary Attorney Woo: Saison 1: L'histoire de Sodeok-dong II (Épisode 8),,Chrome PC (Cadmium),01:06:18,Not latest view,FR (France)
Wahil,2022-08-29 16:50:20,00:59:03,,Extraordinary Attorney Woo: Saison 1: L'histoire de Sodeok-dong I (Épisode 7),,Chrome PC (Cadmium),01:06:54,01:06:54,FR (France)
Wahil,2022-08-29 15:46:51,00:55:32,,Extraordinary Attorney Woo: Saison 1: Si j'étais une baleine... (Épisode 6),,Chrome PC (Cadmium),01:09:45,01:09:45,FR (France)
Wahil,2022-08-29 14:49:06,00:57:02,,Extraordinary Attorney Woo: Saison 1: L'électron libre contre la tacticienne (Épisode 5),,Chrome PC (Cadmium),01:07:52,01:07:52,FR (France)
Wahil,2022-08-29 14:23:16,00:00:10,,Extraordinary Attorney Woo: Saison 1: L'électron libre contre la tacticienne (Épisode 5),,Chrome PC (Cadmium),00:01:07,Not latest view,FR (France)
Wahil,2022-08-29 13:29:32,00:52:24,,Extraordinary Attorney Woo: Saison 1: La querelle des trois frères (Épisode 4),,Chrome PC (Cadmium),01:07:45,01:07:45,FR (France)
Wahil,2022-08-29 12:30:30,00:54:59,,Extraordinary Attorney Woo: Saison 1: Voici Pengsoo (Épisode 3),,Chrome PC (Cadmium),01:10:01,01:10:01,FR (France)
Wahil,2022-08-29 11:26:57,00:59:00,,Extraordinary Attorney Woo: Saison 1: Une robe de mariée glissante (Épisode 2),,Chrome PC (Cadmium),01:08:44,01:08:44,FR (France)
Wahil,2022-08-29 09:58:28,00:00:07,Autoplayed: user action: None; ,Saison 1 (Teaser 2) : Welcome to Wedding Hell,TEASER_TRAILER,Chrome PC (Cadmium),00:00:07,00:00:07,FR (France)
Wahil,2022-08-29 09:58:09,01:11:25,,Extraordinary Attorney Woo: Saison 1: L'extraordinaire Woo (Épisode 1),,Chrome PC (Cadmium),01:17:02,01:17:02,FR (France)
Wahil,2022-08-29 09:57:37,00:00:11,Autoplayed: user action: None; ,Never Give Up: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:11,00:00:11,FR (France)
Wahil,2022-08-29 09:57:02,00:00:21,Autoplayed: user action: None; ,Sell Your Haunted House: Season 1_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:21,Not latest view,FR (France)
Wahil,2022-08-29 09:56:17,00:00:09,Autoplayed: user action: None; ,Saison 1 (Extrait) : Under Fire,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,FR (France)
Wahil,2022-08-29 09:54:36,00:01:10,Autoplayed: user action: None; ,Extraordinary Attorney Woo: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:01:10,00:01:10,FR (France)
Wahil,2022-08-29 09:54:11,00:00:08,Autoplayed: user action: None; ,That's Amor (Extrait) : That's Amor,HOOK,Chrome PC (Cadmium),00:00:08,00:00:08,FR (France)
Wahil,2022-08-29 09:10:19,00:00:50,Autoplayed: user action: None; ,That's Amor (Extrait) : That's Amor,HOOK,Chrome PC (Cadmium),00:00:00,Not latest view,FR (France)
Wahil,2022-08-28 22:25:29,00:36:35,,Kleo: Saison 1: De la neige à Sóller (Épisode 3),,Chrome PC (Cadmium),00:44:43,00:44:43,FR (France)
Wahil,2022-08-28 21:58:22,00:26:05,,Kleo: Saison 1: Les retrouvailles (Épisode 2),,Chrome PC (Cadmium),00:44:21,00:44:21,FR (France)
Wahil,2022-08-28 20:40:48,00:23:06,,Kleo: Saison 1: Big Eden (Épisode 1),,Chrome PC (Cadmium),00:49:24,00:49:24,FR (France)
Wahil,2022-08-28 19:48:42,00:51:16,,Repo Men,,Chrome PC (Cadmium),01:45:17,01:45:17,FR (France)
Wahil,2022-08-28 19:48:33,00:00:05,Autoplayed: user action: None; ,Me Time : Enfin seul ? (Extrait) : Me Time : Enfin seul ?,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,FR (France)
Wahil,2022-08-28 19:47:08,00:01:15,Autoplayed: user action: None; ,Saison 1 (Extrait) : Selling The OC,HOOK,Chrome PC (Cadmium),00:01:23,00:01:23,FR (France)
Wahil,2022-08-28 19:46:57,00:00:11,Autoplayed: user action: None; ,Saison 1 (Extrait) : Selling The OC,HOOK,Chrome PC (Cadmium),00:00:11,Not latest view,FR (France)
Wahil,2022-08-28 17:53:28,01:46:37,,McAfee : Des virus aux démons,,Chrome PC (Cadmium),01:45:35,01:45:35,FR (France)
Wahil,2022-08-28 17:52:44,00:00:33,Autoplayed: user action: None; ,McAfee : Des virus aux démons (Extrait) : McAfee : Des virus aux démons,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-08-28 13:50:44,00:20:19,,Rick et Morty: Saison 5: SamouRick Jack (Épisode 10),,Chrome PC (Cadmium),00:20:29,00:20:29,FR (France)
Wahil,2022-08-28 13:31:26,00:19:01,,Rick et Morty: Saison 5: Sans SaRick rien ne va (Épisode 9),,Chrome PC (Cadmium),00:19:55,00:19:55,FR (France)
Wahil,2022-08-28 13:00:31,00:20:34,,"Rick et Morty: Saison 5: Rick, un ami qui vous veut pas que du bien (Épisode 8)",,Chrome PC (Cadmium),00:21:02,00:21:02,FR (France)
Wahil,2022-08-28 12:37:23,00:19:44,,Rick et Morty: Saison 5: GoTron JerrySis Rickvangelion (Épisode 7),,Chrome PC (Cadmium),00:20:22,00:20:22,FR (France)
Wahil,2022-08-28 12:15:37,00:21:38,,Rick et Morty: Saison 5: Rick et Morty : Spécial Thanksgiving (Épisode 6),,Chrome PC (Cadmium),00:22:15,00:22:15,FR (France)
Wahil,2022-08-28 11:45:55,00:20:40,,Rick et Morty: Saison 5: Amortycan Grafrickty (Épisode 5),,Chrome PC (Cadmium),00:21:07,00:21:07,FR (France)
Wahil,2022-08-28 11:25:19,00:20:14,,Rick et Morty: Saison 5: Rickdependence jet (Épisode 4),,Chrome PC (Cadmium),00:20:41,00:20:41,FR (France)
Wahil,2022-08-28 11:05:22,00:19:46,,Rick et Morty: Saison 5: Une vérickté qui dérange (Épisode 3),,Chrome PC (Cadmium),00:21:19,00:21:19,FR (France)
Wahil,2022-08-28 10:45:32,00:19:46,,"Rick et Morty: Saison 5: Mes doubles, mon Morty et moi (Épisode 2)",,Chrome PC (Cadmium),00:20:23,00:20:23,FR (France)
Wahil,2022-08-28 10:27:46,00:17:31,,Rick et Morty: Saison 5: Les Ricksins de la colère (Épisode 1),,Chrome PC (Cadmium),00:21:09,00:21:09,FR (France)
Wahil,2022-08-28 10:27:41,00:00:02,,Rick et Morty: Saison 4: Star Mort : Le Ricktour du Jerry (Épisode 10),,Chrome PC (Cadmium),00:21:06,00:21:06,FR (France)
Wahil,2022-08-28 10:26:17,00:01:10,Autoplayed: user action: None; ,Saison 4 (Extrait) : Glow Up,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,FR (France)
Wahil,2022-08-27 18:20:08,00:08:34,,Repo Men,,Chrome PC (Cadmium),00:43:17,Not latest view,FR (France)
Wahil,2022-08-27 18:19:46,00:00:12,Autoplayed: user action: None; ,Me Time : Enfin seul ? (Extrait) : Me Time : Enfin seul ?,HOOK,Chrome PC (Cadmium),00:00:12,Not latest view,FR (France)
Wahil,2022-08-27 16:01:54,00:30:53,,Repo Men,,Chrome PC (Cadmium),00:34:43,Not latest view,FR (France)
Wahil,2022-08-26 19:44:58,00:11:34,,Kleo: Saison 1: Big Eden (Épisode 1),,Chrome PC (Cadmium),00:12:40,Not latest view,FR (France)
Wahil,2022-08-26 19:39:17,00:05:25,,Sous la braise: Saison 1: Rêves enflammés (Épisode 1),,Chrome PC (Cadmium),00:09:31,00:09:31,FR (France)
Wahil,2022-08-26 19:37:17,00:01:19,Autoplayed: user action: None; ,Saison 1 (Extrait) : Kleo,HOOK,Chrome PC (Cadmium),00:01:19,00:01:19,FR (France)
Wahil,2022-08-26 19:36:29,00:00:17,Autoplayed: user action: None; ,Seoul Vibe (Extrait) : Seoul Vibe,HOOK,Chrome PC (Cadmium),00:00:17,00:00:17,FR (France)
Wahil,2022-08-26 18:26:55,01:08:09,,Royalteen,,Chrome PC (Cadmium),01:44:07,01:44:07,FR (France)
Wahil,2022-08-26 18:20:03,00:00:07,Autoplayed: user action: None; ,Rick and Morty: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,FR (France)
Wahil,2022-08-22 18:09:16,00:00:08,Autoplayed: user action: None; ,Saison 1 (Extrait) : Alma,HOOK,Freebox - SEI Robotics FBXBG02A MVPD STB,00:00:08,Not latest view,FR (France)
